season,player_name,position,current_team,destination_team,current_standing,destination_standing,player_rating,destination_player_rating,team_improvement,player_gap,acceptance_score,recommendation_score
2025,Daeqwon Plowden,SG,Atlanta Hawks,Los Angeles Lakers,16,7,0.317,1.047,0.712,0.73,0.896,0.785
2025,Daeqwon Plowden,SG,Atlanta Hawks,Golden State Warriors,16,12,0.317,0.448,0.589,0.132,0.98,0.746
2025,Daeqwon Plowden,SG,Atlanta Hawks,Milwaukee Bucks,16,11,0.317,0.683,0.576,0.366,0.947,0.724
2025,Daeqwon Plowden,SG,Atlanta Hawks,Memphis Grizzlies,16,13,0.317,0.996,0.605,0.679,0.903,0.724
2025,Daeqwon Plowden,SG,Atlanta Hawks,Detroit Pistons,16,14,0.317,2.249,0.339,1.932,0.748,0.503
2025,Daeqwon Plowden,SG,Atlanta Hawks,Orlando Magic,16,15,0.317,0.142,0.159,0,1,0.495
2025,Daeqwon Plowden,SG,Atlanta Hawks,Sacramento Kings,16,17,0.317,0.908,0.032,0.592,0.915,0.385
2025,Daishen Nix,PG,Minnesota Timberwolves,Oklahoma City Thunder,10,1,-1.89,1.646,1.201,3.536,0.588,0.956
2025,Daishen Nix,PG,Minnesota Timberwolves,Cleveland Cavaliers,10,2,-1.89,0.908,0.87,2.798,0.657,0.785
2025,Daishen Nix,PG,Minnesota Timberwolves,Boston Celtics,10,3,-1.89,0.432,0.771,2.322,0.706,0.745
2025,Daishen Nix,PG,Minnesota Timberwolves,Houston Rockets,10,4,-1.89,0.457,0.287,2.347,0.703,0.454
2025,Daishen Nix,PG,Minnesota Timberwolves,New York Knicks,10,5,-1.89,1.105,0.18,2.995,0.638,0.363
2025,Daishen Nix,PG,Minnesota Timberwolves,Los Angeles Clippers,10,9,-1.89,1.03,0.059,2.92,0.645,0.293
2025,Daishen Nix,PG,Minnesota Timberwolves,Denver Nuggets,10,8,-1.89,0.822,0.007,2.712,0.666,0.271
2025,Daishen Nix,PG,Minnesota Timberwolves,Indiana Pacers,10,6,-1.89,1.379,0.021,3.269,0.612,0.258
2025,Dalano Banton,PG,Portland Trail Blazers,Oklahoma City Thunder,22,1,-0.254,1.646,2.4,1.9,0.752,1.741
2025,Dalano Banton,PG,Portland Trail Blazers,Cleveland Cavaliers,22,2,-0.254,0.908,2.069,1.162,0.84,1.577
2025,Dalano Banton,PG,Portland Trail Blazers,Boston Celtics,22,3,-0.254,0.432,1.97,0.685,0.902,1.543
2025,Dalano Banton,PG,Portland Trail Blazers,Houston Rockets,22,4,-0.254,0.457,1.487,0.71,0.899,1.252
2025,Dalano Banton,PG,Portland Trail Blazers,New York Knicks,22,5,-0.254,1.105,1.379,1.359,0.816,1.154
2025,Dalano Banton,PG,Portland Trail Blazers,Minnesota Timberwolves,22,10,-0.254,0.2,1.199,0.453,0.934,1.093
2025,Dalano Banton,PG,Portland Trail Blazers,Los Angeles Clippers,22,9,-0.254,1.03,1.258,1.283,0.825,1.085
2025,Dalano Banton,PG,Portland Trail Blazers,Denver Nuggets,22,8,-0.254,0.822,1.206,1.076,0.851,1.064
2025,Dalano Banton,PG,Portland Trail Blazers,Indiana Pacers,22,6,-0.254,1.379,1.22,1.632,0.783,1.045
2025,Dalano Banton,PG,Portland Trail Blazers,Los Angeles Lakers,22,7,-0.254,1.252,1.129,1.506,0.798,0.996
2025,Dalano Banton,PG,Portland Trail Blazers,Memphis Grizzlies,22,13,-0.254,0.849,1.022,1.102,0.848,0.952
2025,Dalano Banton,PG,Portland Trail Blazers,Golden State Warriors,22,12,-0.254,1.025,1.006,1.278,0.826,0.934
2025,Dalano Banton,PG,Portland Trail Blazers,Milwaukee Bucks,22,11,-0.254,1.065,0.993,1.318,0.821,0.924
2025,Dalano Banton,PG,Portland Trail Blazers,Detroit Pistons,22,14,-0.254,1.099,0.756,1.352,0.816,0.78
2025,Dalano Banton,PG,Portland Trail Blazers,Orlando Magic,22,15,-0.254,0.182,0.576,0.436,0.937,0.72
2025,Dalano Banton,PG,Portland Trail Blazers,Sacramento Kings,22,17,-0.254,0.871,0.449,1.125,0.845,0.607
2025,Dalano Banton,PG,Portland Trail Blazers,Atlanta Hawks,22,16,-0.254,1.258,0.417,1.511,0.797,0.569
2025,Dalano Banton,PG,Portland Trail Blazers,Miami Heat,22,20,-0.254,0.39,0.292,0.644,0.908,0.538
2025,Dalano Banton,PG,Portland Trail Blazers,Chicago Bulls,22,18,-0.254,0.694,0.295,0.948,0.867,0.524
2025,Dalano Banton,PG,Portland Trail Blazers,Dallas Mavericks,22,19,-0.254,1.413,0.266,1.666,0.779,0.471
2025,Dalen Terry,SG,Chicago Bulls,Oklahoma City Thunder,18,1,-0.295,1.265,2.105,1.56,0.791,1.579
2025,Dalen Terry,SG,Chicago Bulls,Cleveland Cavaliers,18,2,-0.295,1.342,1.774,1.636,0.782,1.377
2025,Dalen Terry,SG,Chicago Bulls,Boston Celtics,18,3,-0.295,0.808,1.675,1.103,0.848,1.344
2025,Dalen Terry,SG,Chicago Bulls,Houston Rockets,18,4,-0.295,0.724,1.191,1.019,0.858,1.058
2025,Dalen Terry,SG,Chicago Bulls,New York Knicks,18,5,-0.295,0.807,1.084,1.101,0.848,0.989
2025,Dalen Terry,SG,Chicago Bulls,Indiana Pacers,18,6,-0.295,0.275,0.925,0.569,0.918,0.922
2025,Dalen Terry,SG,Chicago Bulls,Los Angeles Clippers,18,9,-0.295,1.026,0.963,1.32,0.82,0.906
2025,Dalen Terry,SG,Chicago Bulls,Denver Nuggets,18,8,-0.295,0.812,0.911,1.107,0.847,0.885
2025,Dalen Terry,SG,Chicago Bulls,Minnesota Timberwolves,18,10,-0.295,1.353,0.904,1.648,0.781,0.855
2025,Dalen Terry,SG,Chicago Bulls,Los Angeles Lakers,18,7,-0.295,1.047,0.833,1.342,0.818,0.827
2025,Dalen Terry,SG,Chicago Bulls,Golden State Warriors,18,12,-0.295,0.448,0.711,0.743,0.895,0.784
2025,Dalen Terry,SG,Chicago Bulls,Memphis Grizzlies,18,13,-0.295,0.996,0.726,1.29,0.824,0.765
2025,Dalen Terry,SG,Chicago Bulls,Milwaukee Bucks,18,11,-0.295,0.683,0.698,0.977,0.864,0.764
2025,Dalen Terry,SG,Chicago Bulls,Detroit Pistons,18,14,-0.295,2.249,0.461,2.544,0.683,0.55
2025,Dalen Terry,SG,Chicago Bulls,Orlando Magic,18,15,-0.295,0.142,0.28,0.436,0.937,0.543
2025,Dalen Terry,SG,Chicago Bulls,Sacramento Kings,18,17,-0.295,0.908,0.154,1.203,0.835,0.426
2025,Dalen Terry,SG,Chicago Bulls,Atlanta Hawks,18,16,-0.295,1.001,0.122,1.296,0.823,0.402
2025,Dalton Knecht,SF,Los Angeles Lakers,Oklahoma City Thunder,7,1,-0.171,0.332,1.271,0.503,0.927,1.134
2025,Dalton Knecht,SF,Los Angeles Lakers,Cleveland Cavaliers,7,2,-0.171,0.475,0.94,0.646,0.908,0.927
2025,Dalton Knecht,SF,Los Angeles Lakers,Boston Celtics,7,3,-0.171,1.283,0.842,1.454,0.804,0.827
2025,Dalton Knecht,SF,Los Angeles Lakers,Houston Rockets,7,4,-0.171,1.573,0.358,1.744,0.77,0.523
2025,Dalton Knecht,SF,Los Angeles Lakers,New York Knicks,7,5,-0.171,0.764,0.251,0.935,0.869,0.498
2025,Dalton Knecht,SF,Los Angeles Lakers,Minnesota Timberwolves,7,10,-0.171,-0.433,0.071,0,1,0.442
2025,Dalton Knecht,SF,Los Angeles Lakers,Indiana Pacers,7,6,-0.171,0.534,0.092,0.705,0.9,0.415
2025,Dalton Knecht,SF,Los Angeles Lakers,Los Angeles Clippers,7,9,-0.171,1.392,0.13,1.563,0.791,0.394
2025,Dalton Knecht,SF,Los Angeles Lakers,Denver Nuggets,7,8,-0.171,0.927,0.078,1.098,0.848,0.386
2025,Damian Lillard,PG,Milwaukee Bucks,Oklahoma City Thunder,11,1,1.065,1.646,1.406,0.581,0.916,1.21
2025,Damian Lillard,PG,Milwaukee Bucks,Cleveland Cavaliers,11,2,1.065,0.908,1.075,0,1,1.045
2025,Damian Lillard,PG,Milwaukee Bucks,Boston Celtics,11,3,1.065,0.432,0.977,0,1,0.986
2025,Damian Lillard,PG,Milwaukee Bucks,Houston Rockets,11,4,1.065,0.457,0.493,0,1,0.696
2025,Damian Lillard,PG,Milwaukee Bucks,New York Knicks,11,5,1.065,1.105,0.386,0.04,0.994,0.629
2025,Damian Lillard,PG,Milwaukee Bucks,Los Angeles Clippers,11,9,1.065,1.03,0.265,0,1,0.559
2025,Damian Lillard,PG,Milwaukee Bucks,Denver Nuggets,11,8,1.065,0.822,0.213,0,1,0.528
2025,Damian Lillard,PG,Milwaukee Bucks,Minnesota Timberwolves,11,10,1.065,0.2,0.206,0,1,0.524
2025,Damian Lillard,PG,Milwaukee Bucks,Indiana Pacers,11,6,1.065,1.379,0.227,0.314,0.954,0.518
2025,Damian Lillard,PG,Milwaukee Bucks,Los Angeles Lakers,11,7,1.065,1.252,0.135,0.188,0.972,0.47
2025,Damian Lillard,PG,Milwaukee Bucks,Memphis Grizzlies,11,13,1.065,0.849,0.028,0,1,0.417
2025,Damian Lillard,PG,Milwaukee Bucks,Golden State Warriors,11,12,1.065,1.025,0.013,0,1,0.408
2025,Damion Baugh,SG,Charlotte Hornets,Oklahoma City Thunder,28,1,-0.409,1.265,3.349,1.674,0.778,2.321
2025,Damion Baugh,SG,Charlotte Hornets,Cleveland Cavaliers,28,2,-0.409,1.342,3.018,1.751,0.769,2.118
2025,Damion Baugh,SG,Charlotte Hornets,Boston Celtics,28,3,-0.409,0.808,2.92,1.217,0.833,2.085
2025,Damion Baugh,SG,Charlotte Hornets,Houston Rockets,28,4,-0.409,0.724,2.436,1.133,0.844,1.799
2025,Damion Baugh,SG,Charlotte Hornets,New York Knicks,28,5,-0.409,0.807,2.328,1.216,0.833,1.73
2025,Damion Baugh,SG,Charlotte Hornets,Indiana Pacers,28,6,-0.409,0.275,2.169,0.684,0.903,1.663
2025,Damion Baugh,SG,Charlotte Hornets,Los Angeles Clippers,28,9,-0.409,1.026,2.207,1.435,0.806,1.647
2025,Damion Baugh,SG,Charlotte Hornets,Denver Nuggets,28,8,-0.409,0.812,2.155,1.221,0.833,1.626
2025,Damion Baugh,SG,Charlotte Hornets,Minnesota Timberwolves,28,10,-0.409,1.353,2.148,1.762,0.768,1.596
2025,Damion Baugh,SG,Charlotte Hornets,Los Angeles Lakers,28,7,-0.409,1.047,2.078,1.456,0.804,1.568
2025,Damion Baugh,SG,Charlotte Hornets,Golden State Warriors,28,12,-0.409,0.448,1.955,0.857,0.879,1.525
2025,Damion Baugh,SG,Charlotte Hornets,Memphis Grizzlies,28,13,-0.409,0.996,1.971,1.405,0.81,1.506
2025,Damion Baugh,SG,Charlotte Hornets,Milwaukee Bucks,28,11,-0.409,0.683,1.943,1.092,0.849,1.505
2025,Damion Baugh,SG,Charlotte Hornets,Detroit Pistons,28,14,-0.409,2.249,1.705,2.658,0.671,1.292
2025,Damion Baugh,SG,Charlotte Hornets,Orlando Magic,28,15,-0.409,0.142,1.525,0.551,0.921,1.283
2025,Damion Baugh,SG,Charlotte Hornets,Sacramento Kings,28,17,-0.409,0.908,1.398,1.317,0.821,1.167
2025,Damion Baugh,SG,Charlotte Hornets,Atlanta Hawks,28,16,-0.409,1.001,1.366,1.41,0.809,1.143
2025,Damion Baugh,SG,Charlotte Hornets,Chicago Bulls,28,18,-0.409,0.842,1.244,1.251,0.829,1.078
2025,Damion Baugh,SG,Charlotte Hornets,Miami Heat,28,20,-0.409,1.223,1.241,1.632,0.783,1.057
2025,Damion Baugh,SG,Charlotte Hornets,Dallas Mavericks,28,19,-0.409,1.335,1.215,1.744,0.77,1.037
2025,Damion Baugh,SG,Charlotte Hornets,Portland Trail Blazers,28,22,-0.409,0.782,0.949,1.191,0.836,0.904
2025,Damion Baugh,SG,Charlotte Hornets,Phoenix Suns,28,21,-0.409,1.298,0.945,1.707,0.774,0.877
2025,Damion Baugh,SG,Charlotte Hornets,San Antonio Spurs,28,23,-0.409,0.668,0.852,1.077,0.851,0.851
2025,Damion Baugh,SG,Charlotte Hornets,Toronto Raptors,28,24,-0.409,0.479,0.668,0.888,0.875,0.751
2025,Damion Baugh,SG,Charlotte Hornets,Brooklyn Nets,28,25,-0.409,0.95,0.383,1.359,0.816,0.556
2025,Damion Baugh,SG,Charlotte Hornets,Philadelphia 76ers,28,26,-0.409,1.127,0.325,1.536,0.794,0.513
2025,Damion Baugh,SG,Charlotte Hornets,New Orleans Pelicans,28,27,-0.409,0.263,0.047,0.671,0.904,0.39
2025,Damion Lee,SG,Phoenix Suns,Oklahoma City Thunder,21,1,-0.508,1.265,2.404,1.773,0.766,1.749
2025,Damion Lee,SG,Phoenix Suns,Cleveland Cavaliers,21,2,-0.508,1.342,2.073,1.85,0.758,1.547
2025,Damion Lee,SG,Phoenix Suns,Boston Celtics,21,3,-0.508,0.808,1.974,1.316,0.821,1.513
2025,Damion Lee,SG,Phoenix Suns,Houston Rockets,21,4,-0.508,0.724,1.491,1.232,0.831,1.227
2025,Damion Lee,SG,Phoenix Suns,New York Knicks,21,5,-0.508,0.807,1.383,1.315,0.821,1.158
2025,Damion Lee,SG,Phoenix Suns,Indiana Pacers,21,6,-0.508,0.275,1.224,0.783,0.889,1.09
2025,Damion Lee,SG,Phoenix Suns,Los Angeles Clippers,21,9,-0.508,1.026,1.262,1.534,0.794,1.075
2025,Damion Lee,SG,Phoenix Suns,Denver Nuggets,21,8,-0.508,0.812,1.21,1.32,0.82,1.054
2025,Damion Lee,SG,Phoenix Suns,Minnesota Timberwolves,21,10,-0.508,1.353,1.203,1.861,0.756,1.024
2025,Damion Lee,SG,Phoenix Suns,Los Angeles Lakers,21,7,-0.508,1.047,1.132,1.555,0.792,0.996
2025,Damion Lee,SG,Phoenix Suns,Golden State Warriors,21,12,-0.508,0.448,1.01,0.956,0.866,0.953
2025,Damion Lee,SG,Phoenix Suns,Memphis Grizzlies,21,13,-0.508,0.996,1.025,1.504,0.798,0.935
2025,Damion Lee,SG,Phoenix Suns,Milwaukee Bucks,21,11,-0.508,0.683,0.997,1.191,0.836,0.933
2025,Damion Lee,SG,Phoenix Suns,Detroit Pistons,21,14,-0.508,2.249,0.76,2.757,0.661,0.72
2025,Damion Lee,SG,Phoenix Suns,Orlando Magic,21,15,-0.508,0.142,0.58,0.65,0.907,0.711
2025,Damion Lee,SG,Phoenix Suns,Sacramento Kings,21,17,-0.508,0.908,0.453,1.416,0.809,0.595
2025,Damion Lee,SG,Phoenix Suns,Atlanta Hawks,21,16,-0.508,1.001,0.421,1.509,0.797,0.572
2025,Damion Lee,SG,Phoenix Suns,Chicago Bulls,21,18,-0.508,0.842,0.299,1.35,0.817,0.506
2025,Damion Lee,SG,Phoenix Suns,Miami Heat,21,20,-0.508,1.223,0.295,1.731,0.771,0.486
2025,Damion Lee,SG,Phoenix Suns,Dallas Mavericks,21,19,-0.508,1.335,0.27,1.843,0.758,0.465
2025,Damion Lee,SG,Phoenix Suns,Portland Trail Blazers,21,22,-0.508,0.782,0.004,1.29,0.824,0.332
2025,Daniel Gafford,C,Dallas Mavericks,Oklahoma City Thunder,19,1,1.114,1.018,2.134,0,1,1.68
2025,Daniel Gafford,C,Dallas Mavericks,Cleveland Cavaliers,19,2,1.114,0.96,1.803,0,1,1.482
2025,Daniel Gafford,C,Dallas Mavericks,Boston Celtics,19,3,1.114,0.929,1.705,0,1,1.423
2025,Daniel Gafford,C,Dallas Mavericks,Houston Rockets,19,4,1.114,0.807,1.221,0,1,1.132
2025,Daniel Gafford,C,Dallas Mavericks,New York Knicks,19,5,1.114,1.332,1.113,0.218,0.968,1.055
2025,Daniel Gafford,C,Dallas Mavericks,Los Angeles Clippers,19,9,1.114,1.266,0.992,0.152,0.978,0.986
2025,Daniel Gafford,C,Dallas Mavericks,Indiana Pacers,19,6,1.114,0.754,0.955,0,1,0.973
2025,Daniel Gafford,C,Dallas Mavericks,Minnesota Timberwolves,19,10,1.114,1.008,0.933,0,1,0.96
2025,Daniel Gafford,C,Dallas Mavericks,Denver Nuggets,19,8,1.114,1.827,0.941,0.713,0.899,0.924
2025,Daniel Gafford,C,Dallas Mavericks,Los Angeles Lakers,19,7,1.114,1.908,0.863,0.794,0.888,0.873
2025,Daniel Gafford,C,Dallas Mavericks,Memphis Grizzlies,19,13,1.114,0.773,0.756,0,1,0.853
2025,Daniel Gafford,C,Dallas Mavericks,Golden State Warriors,19,12,1.114,-0.087,0.74,0,1,0.844
2025,Daniel Gafford,C,Dallas Mavericks,Milwaukee Bucks,19,11,1.114,0.498,0.728,0,1,0.837
2025,Daniel Gafford,C,Dallas Mavericks,Detroit Pistons,19,14,1.114,0.988,0.49,0,1,0.694
2025,Daniel Gafford,C,Dallas Mavericks,Orlando Magic,19,15,1.114,0.455,0.31,0,1,0.586
2025,Daniel Gafford,C,Dallas Mavericks,Sacramento Kings,19,17,1.114,1.198,0.183,0.084,0.987,0.505
2025,Daniel Gafford,C,Dallas Mavericks,Atlanta Hawks,19,16,1.114,0.616,0.151,0,1,0.491
2025,Daniel Gafford,C,Dallas Mavericks,Chicago Bulls,19,18,1.114,0.827,0.029,0,1,0.418
2025,Daniel Gafford,C,Dallas Mavericks,Miami Heat,19,20,1.114,0.612,0.026,0,1,0.415
2025,Daniel Theis,C,New Orleans Pelicans,Oklahoma City Thunder,27,1,-0.594,1.018,3.302,1.611,0.785,2.295
2025,Daniel Theis,C,New Orleans Pelicans,Cleveland Cavaliers,27,2,-0.594,0.96,2.971,1.553,0.792,2.099
2025,Daniel Theis,C,New Orleans Pelicans,Boston Celtics,27,3,-0.594,0.929,2.872,1.523,0.796,2.042
2025,Daniel Theis,C,New Orleans Pelicans,Houston Rockets,27,4,-0.594,0.807,2.388,1.401,0.81,1.757
2025,Daniel Theis,C,New Orleans Pelicans,New York Knicks,27,5,-0.594,1.332,2.281,1.926,0.749,1.668
2025,Daniel Theis,C,New Orleans Pelicans,Indiana Pacers,27,6,-0.594,0.754,2.122,1.348,0.817,1.6
2025,Daniel Theis,C,New Orleans Pelicans,Los Angeles Clippers,27,9,-0.594,1.266,2.16,1.859,0.757,1.599
2025,Daniel Theis,C,New Orleans Pelicans,Minnesota Timberwolves,27,10,-0.594,1.008,2.101,1.601,0.786,1.575
2025,Daniel Theis,C,New Orleans Pelicans,Denver Nuggets,27,8,-0.594,1.827,2.108,2.421,0.696,1.543
2025,Daniel Theis,C,New Orleans Pelicans,Golden State Warriors,27,12,-0.594,-0.087,1.908,0.507,0.927,1.515
2025,Daniel Theis,C,New Orleans Pelicans,Los Angeles Lakers,27,7,-0.594,1.908,2.03,2.502,0.687,1.493
2025,Daniel Theis,C,New Orleans Pelicans,Memphis Grizzlies,27,13,-0.594,0.773,1.923,1.367,0.815,1.48
2025,Daniel Theis,C,New Orleans Pelicans,Milwaukee Bucks,27,11,-0.594,0.498,1.895,1.092,0.849,1.477
2025,Daniel Theis,C,New Orleans Pelicans,Detroit Pistons,27,14,-0.594,0.988,1.658,1.581,0.789,1.31
2025,Daniel Theis,C,New Orleans Pelicans,Orlando Magic,27,15,-0.594,0.455,1.477,1.048,0.854,1.228
2025,Daniel Theis,C,New Orleans Pelicans,Atlanta Hawks,27,16,-0.594,0.616,1.319,1.21,0.834,1.125
2025,Daniel Theis,C,New Orleans Pelicans,Sacramento Kings,27,17,-0.594,1.198,1.351,1.792,0.764,1.116
2025,Daniel Theis,C,New Orleans Pelicans,Miami Heat,27,20,-0.594,0.612,1.193,1.206,0.835,1.05
2025,Daniel Theis,C,New Orleans Pelicans,Chicago Bulls,27,18,-0.594,0.827,1.197,1.42,0.808,1.041
2025,Daniel Theis,C,New Orleans Pelicans,Dallas Mavericks,27,19,-0.594,1.114,1.167,1.708,0.774,1.01
2025,Daniel Theis,C,New Orleans Pelicans,Phoenix Suns,27,21,-0.594,0.34,0.898,0.934,0.869,0.886
2025,Daniel Theis,C,New Orleans Pelicans,Portland Trail Blazers,27,22,-0.594,0.7,0.902,1.294,0.824,0.87
2025,Daniel Theis,C,New Orleans Pelicans,San Antonio Spurs,27,23,-0.594,2.35,0.804,2.943,0.643,0.74
2025,Daniel Theis,C,New Orleans Pelicans,Toronto Raptors,27,24,-0.594,0.899,0.621,1.492,0.799,0.692
2025,Daniel Theis,C,New Orleans Pelicans,Brooklyn Nets,27,25,-0.594,0.443,0.336,1.037,0.856,0.544
2025,Daniel Theis,C,New Orleans Pelicans,Philadelphia 76ers,27,26,-0.594,0.849,0.278,1.442,0.805,0.489
2025,Daniss Jenkins,PG,Detroit Pistons,Oklahoma City Thunder,14,1,-1.237,1.646,1.644,2.883,0.649,1.246
2025,Daniss Jenkins,PG,Detroit Pistons,Cleveland Cavaliers,14,2,-1.237,0.908,1.313,2.145,0.725,1.078
2025,Daniss Jenkins,PG,Detroit Pistons,Boston Celtics,14,3,-1.237,0.432,1.215,1.669,0.779,1.04
2025,Daniss Jenkins,PG,Detroit Pistons,Houston Rockets,14,4,-1.237,0.457,0.731,1.694,0.776,0.749
2025,Daniss Jenkins,PG,Detroit Pistons,New York Knicks,14,5,-1.237,1.105,0.623,2.342,0.704,0.655
2025,Daniss Jenkins,PG,Detroit Pistons,Minnesota Timberwolves,14,10,-1.237,0.2,0.443,1.437,0.806,0.588
2025,Daniss Jenkins,PG,Detroit Pistons,Los Angeles Clippers,14,9,-1.237,1.03,0.502,2.267,0.712,0.586
2025,Daniss Jenkins,PG,Detroit Pistons,Denver Nuggets,14,8,-1.237,0.822,0.45,2.059,0.734,0.564
2025,Daniss Jenkins,PG,Detroit Pistons,Indiana Pacers,14,6,-1.237,1.379,0.464,2.616,0.675,0.549
2025,Daniss Jenkins,PG,Detroit Pistons,Los Angeles Lakers,14,7,-1.237,1.252,0.373,2.49,0.688,0.499
2025,Daniss Jenkins,PG,Detroit Pistons,Memphis Grizzlies,14,13,-1.237,0.849,0.266,2.086,0.731,0.452
2025,Daniss Jenkins,PG,Detroit Pistons,Golden State Warriors,14,12,-1.237,1.025,0.25,2.262,0.712,0.435
2025,Daniss Jenkins,PG,Detroit Pistons,Milwaukee Bucks,14,11,-1.237,1.065,0.237,2.302,0.708,0.426
2025,Danté Exum,PG,Dallas Mavericks,Oklahoma City Thunder,19,1,-0.05,1.646,2.134,1.696,0.775,1.591
2025,Danté Exum,PG,Dallas Mavericks,Cleveland Cavaliers,19,2,-0.05,0.908,1.803,0.958,0.866,1.428
2025,Danté Exum,PG,Dallas Mavericks,Boston Celtics,19,3,-0.05,0.432,1.705,0.481,0.93,1.395
2025,Danté Exum,PG,Dallas Mavericks,Houston Rockets,19,4,-0.05,0.457,1.221,0.506,0.927,1.103
2025,Danté Exum,PG,Dallas Mavericks,New York Knicks,19,5,-0.05,1.105,1.113,1.154,0.841,1.004
2025,Danté Exum,PG,Dallas Mavericks,Minnesota Timberwolves,19,10,-0.05,0.2,0.933,0.249,0.963,0.945
2025,Danté Exum,PG,Dallas Mavericks,Los Angeles Clippers,19,9,-0.05,1.03,0.992,1.079,0.851,0.936
2025,Danté Exum,PG,Dallas Mavericks,Denver Nuggets,19,8,-0.05,0.822,0.941,0.872,0.877,0.915
2025,Danté Exum,PG,Dallas Mavericks,Indiana Pacers,19,6,-0.05,1.379,0.955,1.428,0.807,0.896
2025,Danté Exum,PG,Dallas Mavericks,Los Angeles Lakers,19,7,-0.05,1.252,0.863,1.302,0.823,0.847
2025,Danté Exum,PG,Dallas Mavericks,Memphis Grizzlies,19,13,-0.05,0.849,0.756,0.898,0.874,0.803
2025,Danté Exum,PG,Dallas Mavericks,Golden State Warriors,19,12,-0.05,1.025,0.74,1.074,0.851,0.785
2025,Danté Exum,PG,Dallas Mavericks,Milwaukee Bucks,19,11,-0.05,1.065,0.728,1.114,0.846,0.775
2025,Danté Exum,PG,Dallas Mavericks,Detroit Pistons,19,14,-0.05,1.099,0.49,1.148,0.842,0.631
2025,Danté Exum,PG,Dallas Mavericks,Orlando Magic,19,15,-0.05,0.182,0.31,0.231,0.966,0.572
2025,Danté Exum,PG,Dallas Mavericks,Sacramento Kings,19,17,-0.05,0.871,0.183,0.921,0.871,0.458
2025,Danté Exum,PG,Dallas Mavericks,Atlanta Hawks,19,16,-0.05,1.258,0.151,1.307,0.822,0.419
2025,Danté Exum,PG,Dallas Mavericks,Miami Heat,19,20,-0.05,0.39,0.026,0.44,0.936,0.39
2025,Danté Exum,PG,Dallas Mavericks,Chicago Bulls,19,18,-0.05,0.694,0.029,0.744,0.894,0.375
2025,DaQuan Jeffries,SG,Charlotte Hornets,Oklahoma City Thunder,28,1,-0.276,1.265,3.349,1.541,0.794,2.327
2025,DaQuan Jeffries,SG,Charlotte Hornets,Cleveland Cavaliers,28,2,-0.276,1.342,3.018,1.618,0.785,2.125
2025,DaQuan Jeffries,SG,Charlotte Hornets,Boston Celtics,28,3,-0.276,0.808,2.92,1.084,0.85,2.092
2025,DaQuan Jeffries,SG,Charlotte Hornets,Houston Rockets,28,4,-0.276,0.724,2.436,1,0.861,1.806
2025,DaQuan Jeffries,SG,Charlotte Hornets,New York Knicks,28,5,-0.276,0.807,2.328,1.083,0.85,1.737
2025,DaQuan Jeffries,SG,Charlotte Hornets,Indiana Pacers,28,6,-0.276,0.275,2.169,0.551,0.921,1.67
2025,DaQuan Jeffries,SG,Charlotte Hornets,Los Angeles Clippers,28,9,-0.276,1.026,2.207,1.302,0.823,1.653
2025,DaQuan Jeffries,SG,Charlotte Hornets,Denver Nuggets,28,8,-0.276,0.812,2.155,1.088,0.849,1.633
2025,DaQuan Jeffries,SG,Charlotte Hornets,Minnesota Timberwolves,28,10,-0.276,1.353,2.148,1.629,0.783,1.602
2025,DaQuan Jeffries,SG,Charlotte Hornets,Los Angeles Lakers,28,7,-0.276,1.047,2.078,1.323,0.82,1.575
2025,DaQuan Jeffries,SG,Charlotte Hornets,Golden State Warriors,28,12,-0.276,0.448,1.955,0.724,0.897,1.532
2025,DaQuan Jeffries,SG,Charlotte Hornets,Memphis Grizzlies,28,13,-0.276,0.996,1.971,1.271,0.826,1.513
2025,DaQuan Jeffries,SG,Charlotte Hornets,Milwaukee Bucks,28,11,-0.276,0.683,1.943,0.958,0.866,1.512
2025,DaQuan Jeffries,SG,Charlotte Hornets,Detroit Pistons,28,14,-0.276,2.249,1.705,2.525,0.685,1.297
2025,DaQuan Jeffries,SG,Charlotte Hornets,Orlando Magic,28,15,-0.276,0.142,1.525,0.417,0.939,1.291
2025,DaQuan Jeffries,SG,Charlotte Hornets,Sacramento Kings,28,17,-0.276,0.908,1.398,1.184,0.837,1.174
2025,DaQuan Jeffries,SG,Charlotte Hornets,Atlanta Hawks,28,16,-0.276,1.001,1.366,1.277,0.826,1.15
2025,DaQuan Jeffries,SG,Charlotte Hornets,Chicago Bulls,28,18,-0.276,0.842,1.244,1.117,0.846,1.085
2025,DaQuan Jeffries,SG,Charlotte Hornets,Miami Heat,28,20,-0.276,1.223,1.241,1.499,0.799,1.064
2025,DaQuan Jeffries,SG,Charlotte Hornets,Dallas Mavericks,28,19,-0.276,1.335,1.215,1.611,0.785,1.043
2025,DaQuan Jeffries,SG,Charlotte Hornets,Portland Trail Blazers,28,22,-0.276,0.782,0.949,1.058,0.853,0.911
2025,DaQuan Jeffries,SG,Charlotte Hornets,Phoenix Suns,28,21,-0.276,1.298,0.945,1.574,0.79,0.883
2025,DaQuan Jeffries,SG,Charlotte Hornets,San Antonio Spurs,28,23,-0.276,0.668,0.852,0.943,0.868,0.858
2025,DaQuan Jeffries,SG,Charlotte Hornets,Toronto Raptors,28,24,-0.276,0.479,0.668,0.755,0.893,0.758
